,Date,ReacEc_L1
0,"03/25/2023, 10:35:28",112.64000000002466
1,"03/25/2023, 10:35:58",112.64000000003486
2,"03/25/2023, 10:36:28",112.64000000003486
3,"03/25/2023, 10:36:58",112.64000000002466
4,"03/25/2023, 10:37:28",112.64
5,"03/25/2023, 10:37:58",112.64
6,"03/25/2023, 10:38:29",112.64
7,"03/25/2023, 10:38:59",112.64
8,"03/25/2023, 10:39:29",112.64
9,"03/25/2023, 10:39:59",112.64
10,"03/25/2023, 10:40:29",112.64
11,"03/25/2023, 10:40:59",112.64
12,"03/25/2023, 10:41:30",112.64
13,"03/25/2023, 10:42:00",112.64
14,"03/25/2023, 10:42:30",112.64
15,"03/25/2023, 10:43:00",112.64
16,"03/25/2023, 10:43:30",112.64
17,"03/25/2023, 10:44:00",112.64
18,"03/25/2023, 10:44:31",112.64
19,"03/25/2023, 10:45:01",112.64
20,"03/25/2023, 10:45:31",112.64
21,"03/25/2023, 10:46:01",112.64
22,"03/25/2023, 10:46:31",112.64
23,"03/25/2023, 10:47:01",112.64
24,"03/25/2023, 10:47:31",112.64
25,"03/25/2023, 10:48:02",112.64
26,"03/25/2023, 10:48:32",112.64
27,"03/25/2023, 10:49:02",112.64
28,"03/25/2023, 10:49:32",112.64
29,"03/25/2023, 10:50:02",112.64
30,"03/25/2023, 10:50:32",112.64
31,"03/25/2023, 10:51:02",112.64
32,"03/25/2023, 10:51:33",112.64
33,"03/25/2023, 10:52:03",112.64
34,"03/25/2023, 10:52:33",112.64
35,"03/25/2023, 10:53:03",112.64
36,"03/25/2023, 10:53:33",112.64
37,"03/25/2023, 10:54:03",112.64
38,"03/25/2023, 10:54:34",112.64
39,"03/25/2023, 10:55:04",112.64
40,"03/25/2023, 10:55:34",112.64
41,"03/25/2023, 10:56:04",112.64
42,"03/25/2023, 10:56:34",112.64
43,"03/25/2023, 10:57:04",112.64
44,"03/25/2023, 10:57:35",112.64
45,"03/25/2023, 10:58:05",112.64
46,"03/25/2023, 10:58:35",112.64
47,"03/25/2023, 10:59:05",112.64
48,"03/25/2023, 10:59:35",112.64
49,"03/25/2023, 11:00:05",112.64
50,"03/25/2023, 11:00:35",112.64
51,"03/25/2023, 11:01:06",112.64
52,"03/25/2023, 11:01:36",112.64
53,"03/25/2023, 11:02:06",112.64
54,"03/25/2023, 11:02:36",112.64
55,"03/25/2023, 11:03:06",112.64
56,"03/25/2023, 11:03:37",112.64
57,"03/25/2023, 11:04:07",112.64
58,"03/25/2023, 11:04:37",112.64
59,"03/25/2023, 11:05:07",112.64
60,"03/25/2023, 11:05:37",112.64
61,"03/25/2023, 11:06:07",112.64
62,"03/25/2023, 11:06:37",112.64
63,"03/25/2023, 11:07:08",112.64
64,"03/25/2023, 11:07:38",112.64
65,"03/25/2023, 11:08:08",112.64
66,"03/25/2023, 11:08:38",112.64
67,"03/25/2023, 11:09:08",112.64
68,"03/25/2023, 11:09:38",112.64
69,"03/25/2023, 11:10:09",112.64
70,"03/25/2023, 11:10:39",112.64
71,"03/25/2023, 11:11:09",112.64
72,"03/25/2023, 11:11:39",112.64
73,"03/25/2023, 11:12:09",112.64
74,"03/25/2023, 11:12:39",112.64
75,"03/25/2023, 11:13:10",112.64
76,"03/25/2023, 11:13:40",112.64
77,"03/25/2023, 11:14:10",112.64
78,"03/25/2023, 11:14:40",112.64
79,"03/25/2023, 11:15:10",112.64
80,"03/25/2023, 11:15:40",112.64
81,"03/25/2023, 11:16:11",112.64
82,"03/25/2023, 11:16:41",112.64
83,"03/25/2023, 11:17:11",112.64
84,"03/25/2023, 11:17:41",112.64
85,"03/25/2023, 11:18:11",112.64
86,"03/25/2023, 11:18:41",112.64
87,"03/25/2023, 11:19:12",112.64
88,"03/25/2023, 11:19:42",112.64
89,"03/25/2023, 11:20:12",112.64
90,"03/25/2023, 11:20:42",112.64
91,"03/25/2023, 11:21:12",112.64
92,"03/25/2023, 11:21:42",112.64
93,"03/25/2023, 11:22:12",112.64
94,"03/25/2023, 11:22:43",112.64
95,"03/25/2023, 11:23:13",112.64
96,"03/25/2023, 11:23:43",112.64
97,"03/25/2023, 11:24:13",112.64
98,"03/25/2023, 11:24:43",112.64
99,"03/25/2023, 11:25:13",112.64
100,"03/25/2023, 11:25:43",112.64
101,"03/25/2023, 11:26:13",112.64
102,"03/25/2023, 11:26:43",112.64
103,"03/25/2023, 11:27:14",112.64
104,"03/25/2023, 11:27:44",112.64
105,"03/25/2023, 11:28:14",112.64
106,"03/25/2023, 11:28:44",112.64
107,"03/25/2023, 11:29:14",112.64
108,"03/25/2023, 11:29:44",112.64
109,"03/25/2023, 11:30:14",112.64
110,"03/25/2023, 11:30:44",112.64
111,"03/25/2023, 11:31:14",112.64
112,"03/25/2023, 11:31:44",112.64
113,"03/25/2023, 11:32:14",112.64
114,"03/25/2023, 11:32:44",112.64
115,"03/25/2023, 11:33:15",112.64
116,"03/25/2023, 11:33:45",112.64
117,"03/25/2023, 11:34:15",112.64
118,"03/25/2023, 11:34:45",112.64
119,"03/25/2023, 11:35:15",112.64
120,"03/25/2023, 11:35:45",112.64
121,"03/25/2023, 11:36:15",112.64
122,"03/25/2023, 11:36:45",112.64
123,"03/25/2023, 11:37:15",112.64
124,"03/25/2023, 11:37:45",112.64
125,"03/25/2023, 11:38:15",112.64
126,"03/25/2023, 11:38:46",112.64
127,"03/25/2023, 11:39:16",112.64
128,"03/25/2023, 11:39:46",112.64
129,"03/25/2023, 11:40:16",112.64
130,"03/25/2023, 11:40:46",112.64
131,"03/25/2023, 11:41:16",112.64
132,"03/25/2023, 11:41:46",112.64
133,"03/25/2023, 11:42:16",112.64
134,"03/25/2023, 11:42:46",112.64
135,"03/25/2023, 11:43:16",112.64
136,"03/25/2023, 11:43:46",112.64
137,"03/25/2023, 11:44:17",112.64
138,"03/25/2023, 11:44:47",112.64
139,"03/25/2023, 11:45:17",112.64
140,"03/25/2023, 11:45:47",112.64
141,"03/25/2023, 11:46:17",112.64
142,"03/25/2023, 11:46:47",112.64
143,"03/25/2023, 11:47:17",112.64
144,"03/25/2023, 11:47:47",112.64
145,"03/25/2023, 11:48:17",112.64
146,"03/25/2023, 11:48:47",112.64
147,"03/25/2023, 11:49:17",112.64
148,"03/25/2023, 11:49:48",112.64
149,"03/25/2023, 11:50:18",112.64
150,"03/25/2023, 11:50:48",112.64
151,"03/25/2023, 11:51:18",112.64
152,"03/25/2023, 11:51:48",112.64
153,"03/25/2023, 11:52:18",112.64
154,"03/25/2023, 11:52:48",112.64
155,"03/25/2023, 11:53:18",112.64
156,"03/25/2023, 11:53:48",112.64
157,"03/25/2023, 11:54:18",112.64
158,"03/25/2023, 11:54:48",112.64
159,"03/25/2023, 11:55:18",112.64
160,"03/25/2023, 11:55:48",112.64
161,"03/25/2023, 11:56:19",112.64
162,"03/25/2023, 11:56:49",112.64
163,"03/25/2023, 11:57:19",112.64
164,"03/25/2023, 11:57:49",112.64
165,"03/25/2023, 11:58:19",112.64
166,"03/25/2023, 11:58:49",112.64
167,"03/25/2023, 11:59:19",112.64
168,"03/25/2023, 11:59:49",112.64
169,"03/25/2023, 12:00:19",112.64
170,"03/25/2023, 12:00:49",112.64
171,"03/25/2023, 12:01:20",112.64
172,"03/25/2023, 12:01:50",112.64
173,"03/25/2023, 12:02:20",112.64
174,"03/25/2023, 12:02:50",112.64
175,"03/25/2023, 12:03:20",112.64
176,"03/25/2023, 12:03:50",112.64
177,"03/25/2023, 12:04:20",112.64
178,"03/25/2023, 12:04:50",112.64
179,"03/25/2023, 12:05:20",112.64
180,"03/25/2023, 12:05:50",112.64
181,"03/25/2023, 12:06:21",112.64
182,"03/25/2023, 12:06:51",112.64
183,"03/25/2023, 12:07:21",112.64
184,"03/25/2023, 12:07:51",112.64
185,"03/25/2023, 12:08:21",112.64
186,"03/25/2023, 12:08:51",112.64
187,"03/25/2023, 12:09:21",112.64
188,"03/25/2023, 12:09:51",112.64
189,"03/25/2023, 12:10:21",112.64
190,"03/25/2023, 12:10:51",112.64
191,"03/25/2023, 12:11:21",112.64
192,"03/25/2023, 12:11:51",112.64
193,"03/25/2023, 12:12:22",112.64
194,"03/25/2023, 12:12:52",112.64
195,"03/25/2023, 12:13:22",112.64
196,"03/25/2023, 12:13:52",112.64
197,"03/25/2023, 12:14:22",112.64
198,"03/25/2023, 12:14:52",112.64
199,"03/25/2023, 12:15:22",112.64
200,"03/25/2023, 12:15:52",112.64
201,"03/25/2023, 12:16:22",112.64
202,"03/25/2023, 12:16:52",112.64
203,"03/25/2023, 12:17:22",112.64
204,"03/25/2023, 12:17:53",112.64
205,"03/25/2023, 12:18:23",112.64
206,"03/25/2023, 12:18:53",112.64
207,"03/25/2023, 12:19:23",112.64
208,"03/25/2023, 12:19:53",112.64
209,"03/25/2023, 12:20:23",112.64
210,"03/25/2023, 12:20:53",112.64
211,"03/25/2023, 12:21:23",112.64
212,"03/25/2023, 12:21:53",112.64
213,"03/25/2023, 12:22:23",112.64
214,"03/25/2023, 12:22:53",112.64
215,"03/25/2023, 12:23:24",112.64
216,"03/25/2023, 12:23:54",112.64
217,"03/25/2023, 12:24:24",112.64
218,"03/25/2023, 12:24:54",112.64
219,"03/25/2023, 12:25:24",112.64
220,"03/25/2023, 12:25:54",112.64
221,"03/25/2023, 12:26:24",112.64
222,"03/25/2023, 12:26:54",112.64
223,"03/25/2023, 12:27:24",112.64
224,"03/25/2023, 12:27:54",112.64
225,"03/25/2023, 12:28:24",112.64
226,"03/25/2023, 12:28:54",112.64
227,"03/25/2023, 12:29:25",112.64
228,"03/25/2023, 12:29:55",112.64
229,"03/25/2023, 12:30:25",112.64
230,"03/25/2023, 12:30:55",112.64
231,"03/25/2023, 12:31:25",112.64
232,"03/25/2023, 12:31:55",112.64
233,"03/25/2023, 12:32:25",112.64
234,"03/25/2023, 12:32:55",112.64
235,"03/25/2023, 12:33:25",112.64
236,"03/25/2023, 12:33:55",112.64
237,"03/25/2023, 12:34:25",112.64
238,"03/25/2023, 12:34:56",112.64
239,"03/25/2023, 12:35:26",112.64
240,"03/25/2023, 12:35:56",112.64
241,"03/25/2023, 12:36:26",112.64
242,"03/25/2023, 16:01:03",112.64000000002466
243,"03/25/2023, 16:01:33",112.64000000003486
244,"03/25/2023, 16:02:03",112.64000000003486
245,"03/25/2023, 16:02:33",112.64000000002466
246,"03/25/2023, 16:03:03",112.64
247,"03/25/2023, 16:03:34",112.64
248,"03/25/2023, 16:04:04",112.64
249,"03/25/2023, 16:04:34",112.64
250,"03/25/2023, 16:05:04",112.64
251,"03/25/2023, 16:05:34",112.64
252,"03/25/2023, 16:06:04",112.64
253,"03/25/2023, 16:06:34",112.64
254,"03/25/2023, 16:07:05",112.64
255,"03/25/2023, 16:07:35",112.64
256,"03/25/2023, 16:08:05",112.64
257,"03/25/2023, 16:08:35",112.64
258,"03/25/2023, 16:09:05",112.64
259,"03/25/2023, 16:09:35",112.64
260,"03/25/2023, 16:10:05",112.64
261,"03/25/2023, 16:10:36",112.64
262,"03/25/2023, 16:11:06",112.64
263,"03/25/2023, 16:11:36",112.64
264,"03/25/2023, 16:12:06",112.64
265,"03/25/2023, 16:12:36",112.64
266,"03/25/2023, 16:13:06",112.64
267,"03/25/2023, 16:13:36",112.64
268,"03/25/2023, 16:14:07",112.64
269,"03/25/2023, 16:14:37",112.64
270,"03/25/2023, 16:15:07",112.64
271,"03/25/2023, 16:15:37",112.64
272,"03/25/2023, 16:16:07",112.64
273,"03/25/2023, 16:16:37",112.64
274,"03/25/2023, 16:17:07",112.64
275,"03/25/2023, 16:17:38",112.64
276,"03/25/2023, 16:18:08",112.64
277,"03/25/2023, 16:18:38",112.64
278,"03/25/2023, 16:19:08",112.64
279,"03/25/2023, 16:19:38",112.64
280,"03/25/2023, 16:20:08",112.64
281,"03/25/2023, 16:20:38",112.64
282,"03/25/2023, 16:21:09",112.64
283,"03/25/2023, 16:21:39",112.64
284,"03/25/2023, 16:22:09",112.64
285,"03/25/2023, 16:22:39",112.64
286,"03/25/2023, 16:23:09",112.64
287,"03/25/2023, 16:23:39",112.64
